"","rate","sample"
"1",0.2,1.08115469351547
"2",0.2,0.295524459797889
"3",0.2,1.86936943326145
"4",0.2,11.9638484803246
"5",0.2,14.9830741054359
"6",0.2,1.6984180174768
"7",0.2,6.60057525595135
"8",0.2,1.78876485442743
"9",0.2,3.28694355674088
"10",0.2,2.73355073994026
"11",0.2,0.0272005586884916
"12",0.2,2.41161824436858
"13",0.2,0.935948389510615
"14",0.2,0.98358801798895
"15",0.2,14.0513681331856
"16",0.2,8.22507324586523
"17",0.2,5.32198885434723
"18",0.2,2.51787178451195
"19",0.2,13.9795640475097
"20",0.2,1.32895039860159
"21",0.2,3.29079185146838
"22",0.2,9.89729439797711
"23",0.2,2.7719140262343
"24",0.2,10.5736149663264
"25",0.2,1.28472789302803
"26",0.2,8.07684653214059
"27",0.2,1.15961015457287
"28",0.2,2.46266691479832
"29",0.2,2.96378744766116
"30",0.2,1.27320873783901
"31",0.2,5.64442498122758
"32",0.2,4.54404734383619
"33",0.2,0.250224436167628
"34",0.2,9.03872691984189
"35",0.2,1.68148579308763
"36",0.2,4.2331084513799
"37",0.2,0.328094219489066
"38",0.2,7.75517479474557
"39",0.2,1.34951798948308
"40",0.2,1.70441765338182
"41",0.2,23.3856444979522
"42",0.2,4.42706689786719
"43",0.2,0.815998264588416
"44",0.2,0.454936262685806
"45",0.2,1.39674527459709
"46",0.2,1.23234628234059
"47",0.2,1.44163530933374
"48",0.2,7.44075370910478
"49",0.2,4.57983895649618
"50",0.2,0.759806558489799
"51",0.2,2.61144522111863
"52",0.2,8.6157709449054
"53",0.2,0.641617584315945
"54",0.2,1.68637523427606
"55",0.2,15.5501183486524
"56",0.2,8.37628169874561
"57",0.2,0.0114678451791406
"58",0.2,7.73740438694656
"59",0.2,3.32292027771473
"60",0.2,2.85033215505107
"61",0.2,2.85231610294431
"62",0.2,4.04402241555458
"63",0.2,16.6005688666329
"64",0.2,10.4885803249882
"65",0.2,4.17573983760035
"66",0.2,12.9308534825692
